"run_name","digitalfilepath","filmfilepath","predictedfilepath","lpips","pieapp","psnr","ssim","baseline_lpips","baseline_pieapp","baseline_psnr","baseline_ssim"
"dulcet-terrain-647","media/images/9e7bcd7283bc0250fb16.png","media/images/d2044f82081d122a722c.png","media/images/ec3ab46371a8a438258c.png","0.42721277475357056","3.562635660171509","21.31570053100586","0.4826921224594116","0.2541855275630951","1.5875545740127563","23.06291389465332","0.6628477573394775"
"dulcet-terrain-647","media/images/3a941a1d3a3470e9441f.png","media/images/3f8ef22fb78dcfc7efe8.png","media/images/8ef52c57ab24d12f64d0.png","0.4046587347984314","2.97111439704895","22.79814910888672","0.46322527527809143","0.30122750997543335","1.6138089895248413","25.254331588745117","0.5627701282501221"
"dulcet-terrain-647","media/images/4dc64187ce9b33f7e336.png","media/images/91de2cc37af0647bec8a.png","media/images/af3150297af8ff6f8b59.png","0.40776383876800537","3.7999770641326904","19.98369789123535","0.6071791052818298","0.2565026581287384","2.1888999938964844","20.128604888916016","0.6114904284477234"
"dulcet-terrain-647","media/images/da9df8c536f0cbb5c3a0.png","media/images/00378dd151b93cf7528f.png","media/images/1b424dec419ae6d934ce.png","0.3560344874858856","3.099294424057007","19.950883865356445","0.392009973526001","0.2556902766227722","2.0555288791656494","19.448719024658203","0.4766984283924103"
"dulcet-terrain-647","media/images/32318c01de33591c7faf.png","media/images/241170e99662b023aaaa.png","media/images/21f50948e9017c239a50.png","0.4169800579547882","4.009093761444092","19.5313720703125","0.3360697329044342","0.2730811834335327","2.823784351348877","21.416322708129883","0.5728222727775574"
"dulcet-terrain-647","media/images/5802720b634fbd5e3e8e.png","media/images/3ec75edd491606ec4e9c.png","media/images/0e147897a96c971d47e3.png","0.3492030203342438","3.4031426906585693","18.953245162963867","0.2884649634361267","0.23037037253379822","1.8387435674667358","20.793386459350586","0.6137007474899292"
"dulcet-terrain-647","media/images/79e3f749d82973d40097.png","media/images/8c1d9aac814c5c78fa95.png","media/images/39ac25d01fd7b7ae15a1.png","0.5142781734466553","4.063781261444092","20.996776580810547","0.4335087835788727","0.3327196538448334","2.6307480335235596","21.463836669921875","0.4532066583633423"
"dulcet-terrain-647","media/images/eda123b65a81a7509580.png","media/images/0dc1418f9238fc03a721.png","media/images/35b568e2ded9bf6c4d5b.png","0.5624892115592957","4.445284843444824","15.59855842590332","0.41988807916641235","0.3647018074989319","2.712125778198242","16.408191680908203","0.3994738757610321"
"dulcet-terrain-647","media/images/61e6eb2250ed1ce506ff.png","media/images/cb1b3415b5c62111036b.png","media/images/87b6b5e0eb0ef6ade1c6.png","0.4001096189022064","3.3300039768218994","16.447017669677734","0.427136093378067","0.20249079167842865","1.5615277290344238","20.90717887878418","0.584496259689331"
"dulcet-terrain-647","media/images/2c7d66039cc49076b5d9.png","media/images/06cf455934b1b6f4b984.png","media/images/379069b60ff7d5d1cd3c.png","0.4796053469181061","3.905529737472534","21.978500366210938","0.6554645895957947","0.23260806500911713","3.8819611072540283","19.70386505126953","0.6632726192474365"
"dulcet-terrain-647","media/images/53a3b318695760c054ef.png","media/images/7cb2d146b209cc6774d1.png","media/images/81ff9a0c1c471450110a.png","0.3842855393886566","3.63784122467041","18.487751007080078","0.6633877158164978","0.18379072844982147","1.3835747241973877","21.26755714416504","0.7123672962188721"
"dulcet-terrain-647","media/images/14c11a364d988afd6956.png","media/images/527ae8299a6628466b2f.png","media/images/71b52dab0b4e693bb224.png","0.37548503279685974","3.1423733234405518","22.09255599975586","0.6770053505897522","0.1312103271484375","1.4677643775939941","22.94100570678711","0.7532914280891418"
